"biopsysite","WholeGenomeDoubling"," 1p"," 1q"," 2p"," 2q"," 3p"," 3q"," 4p"," 4q"," 5p"," 5q"," 6p"," 6q"," 7p"," 7q"," 8p"," 8q"," 9p"," 9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"Hartwig Liver","Yes",2.188219,2.071099,2.584049,3.028562,2.299355,2.28372,2.365126,2.001406,2.01209,2.029853,3.924289,3.835704,3.975866,3.904942,2.231847,6.210044,2.966289,2.822788,2.905483,2.164588,2.9017,2.863389,4.654982,2.391115,2.038843,4.346099,2.032597,2.249079,2.521085,2.077532,2.880154,2.055189,2.004685,2.031463,1.975122,2.351494,7.518876,2.931712,2.034835
"Hartwig Liver","Yes",2.789899,3.062558,3.779921,3.783248,2.970019,2.971174,1.987856,1.955342,3.836908,2.001546,4.006705,2.733404,4.957568,4.054176,1.27522,4.357325,2.004803,2.0209,1.872425,3.011433,2.987485,2.932181,2.888371,2.846681,3.892526,2.754101,3.408332,3.159605,3.084048,2.030029,2.024039,4.087728,2.933515,2.189223,3.975154,3.716901,5.705625,1.945087,2.016569
"Hartwig Liver","No",1.082151,2.070595,1.769791,1.764651,1.999907,1.873307,1.712185,1.708242,1.806079,1.785861,1.974558,1.834508,2.0406,2.020252,1.251039,2.870802,2.025189,1.996631,2.007167,2.00903,2.035665,2.000003,2.005265,1.925022,3.778813,1.670323,2.029288,1.990249,1.993582,1.055994,1.64078,1.750577,1.05077,1.927349,1.906422,1.030814,4.003991,1.968791,1.731612
"Hartwig Liver","No",1.359456,1.604953,2.096923,1.745112,2.058004,1.920171,1.620399,1.593772,1.779608,1.90789,2.144488,1.873808,2.1522,1.565132,1.341469,3.056723,1.787627,1.747395,1.775864,1.78307,2.080333,2.07304,2.937495,2.624097,3.773308,1.96352,2.140506,1.817327,1.813677,1.1645,2.131329,2.414471,1.13925,2.084721,2.03437,1.148074,3.18579,1.705133,1.9501
"Hartwig Liver","Yes",3.202472,4.993129,3.667558,4.16662,3.152931,3.379891,2.626559,2.775082,2.690075,2.977464,4.697565,3.397555,5.172773,5.076179,2.557141,6.098531,3.558141,3.58879,3.689315,4.520672,3.948577,3.920093,3.796181,3.740129,4.973633,3.121959,3.082212,3.93071,3.836997,2.677905,3.650455,3.05512,2.610619,4.4334,4.232673,5.930089,5.909917,4.003924,3.177281
"Hartwig Liver","Yes",2.054673,4.021916,2.017127,2.0375,2.923417,2.90629,2.063902,2.073796,2.97825,2.991996,2.982079,2.797159,3.663338,3.624835,1.983376,3.116712,3.7056,3.904727,3.726,3.5772,3.040973,3.041434,5.404538,2.355972,4.016534,2.960667,2.940836,2.937458,3.02204,1.9912,2.577284,3.959959,2.002253,2.8387,2.90862,4.076598,3.25737,1.783677,2.332011
"Hartwig Liver","Yes",3.252202,3.330403,3.788741,3.63,3.010519,3.674207,2.318952,2.671668,4.874821,3.030237,4.077256,3.076214,3.903509,3.962306,2.163809,3.461376,3.781374,3.59877,3.915708,3.358201,2.397553,2.987094,3.093734,2.295587,6.403855,3.238452,3.111259,3.172053,2.022552,2.14703,5.268033,3.883837,1.495163,3.056855,2.946535,3.467838,3.8378,2.318793,2.175181
"Hartwig Liver","Yes",2.573733,5.027697,3.945225,3.933587,3.496491,3.986797,2.755898,2.958867,3.357649,3.33005,2.9442,2.897151,3.161313,3.158653,2.629936,2.971798,3.8642,3.753843,2.9831,2.975927,3.057402,2.995819,4.816968,3.089806,6.821411,2.995298,3.025514,3.121208,3.080212,1.948116,4.713822,1.992617,1.967722,2.949022,2.857559,2.036255,5.852085,2.793836,2.915316
"Hartwig Liver","No",1.029313,2.995244,2.014114,2.005716,2.006566,1.990663,1.079929,1.950883,1.992377,2.009035,2.013591,1.962576,2.007637,1.982649,1.181764,1.967321,2.000399,1.99684,2.0018,2.007104,2.010945,1.980962,2.0214,2.00649,3.953198,1.991692,2.000624,1.986515,1.966811,1.9908,1.984332,1.010868,1.965895,1.9659,1.931697,3.026783,3.890298,0.983136,1.981231
"Hartwig Liver","Yes",2.179225,3.515587,2.940638,3.026684,2.060607,3.561403,1.994314,2.01227,2.070924,2.465943,3.136017,3.210194,2.875264,3.176305,1.458136,3.855331,2.044817,2.145824,2.759675,2.754331,2.925726,2.210139,4.128359,3.640342,4.548888,3.155024,2.554837,3.053183,2.58998,3.222573,3.029512,2.816919,1.400878,3.441122,3.179088,2.100905,6.130891,3.296245,1.976684
"Hartwig Liver","Yes",2.016957,2.98543,3.022883,2.993981,2.99687,2.977602,1.995453,1.981986,1.997418,2.000125,3.9555,3.918713,4.030714,3.97672,1.491499,2.977952,1.983239,2.946126,3.825908,3.034005,2.982241,2.945438,3.006322,2.360352,5.10918,3.958492,3.213689,2.99252,3.695652,2.975437,2.949685,2.010215,1.989831,2.959158,2.886878,2.00512,5.130644,1.922976,1.958961
"Hartwig Liver","Yes",2.436919,3.993478,4.056807,3.618792,3.433929,3.010804,2.971427,2.914015,2.959752,3.028048,3.045363,2.934857,3.997526,3.038488,2.0145,3.940982,2.987507,3.025511,3.022545,3.038917,3.022026,2.988684,3.161865,3.128798,3.885085,2.074718,3.011409,2.526648,2.980172,2.9874,2.996572,2.068603,1.982014,2.9048,2.869242,2.094357,7.393529,1.985142,2.98508
"Hartwig Liver","Yes",2.166601,3.314174,3.071087,4.934159,3.137728,3.002613,2.990047,1.988691,3.873197,2.092941,3.1674,2.988157,3.66952,4.557185,1.766455,3.716671,2.9855,3.113676,2.382881,2.089006,3.313368,2.251728,3.139882,2.125275,5.680705,2.181793,2.164358,3.714697,3.887306,2.384973,3.27889,2.055372,1.155168,3.2965,2.77063,4.276616,6.742654,3.038033,2.166184
"Hartwig Liver","Yes",2.007824,2.963452,2.886933,3.976711,2.006096,2.043776,3.414015,2.106436,4.882047,2.030259,2.442461,2.053404,3.721797,3.116301,1.9721,2.858078,2.334335,2.868024,1.908408,3.203636,3.060387,2.348037,5.694189,2.331904,3.024319,2.976531,2.460352,3.846128,4.770275,2.770659,2.864684,5.355684,3.247797,2.5908,2.828537,2.336257,4.633303,1.925414,2.156758
"Hartwig Liver","Yes",6.024127,5.697965,6.548377,6.867751,5.497637,5.466232,4.634725,5.019149,5.893085,5.950239,6.951905,6.35654,8.152524,7.858595,3.036989,13.489186,5.27237,4.628541,7.015232,4.520844,5.5085,6.474352,5.852324,5.829002,5.985467,5.614779,5.198917,6.50817,6.478455,3.094828,5.988861,6.855397,3.946273,5.522374,5.206238,12.021811,12.023735,6.785914,6.488118
"Hartwig Liver","Yes",3.374933,2.951793,2.187468,2.168945,2.100502,2.08111,1.048906,1.760488,5.7307,2.074995,3.161438,2.896887,4.549822,4.502859,1.236786,3.804926,2.051053,2.162008,3.009887,2.461329,2.28958,3.120051,3.0408,3.047924,5.058869,2.131332,3.089881,3.28406,3.014645,1.84078,2.391054,2.171365,2.010328,2.567795,2.313394,3.270696,5.359668,2.236902,2.342477
"Hartwig Liver","Yes",3.149566,5.058488,5.267251,5.236289,3.456647,3.42621,3.990052,3.969793,3.002213,3.029163,3.954765,3.89265,5.081575,5.008165,4.8139,4.796073,3.948323,3.948744,3.807425,3.667819,4.134278,4.050692,4.162878,4.143124,5.005398,3.007307,2.882889,3.900952,3.925645,4.963518,4.937498,2.836203,2.758367,3.022693,2.900416,4.099038,10.807798,2.432885,3.448998
"Hartwig Liver","Yes",4.174196,3.600157,4.448011,5.315106,5.269818,4.835233,4.0116,3.961723,5.533073,5.893354,3.450896,3.289752,4.072544,2.992295,4.99158,5.009131,2.835131,3.751749,4.573698,6.748412,4.124524,4.375589,2.974288,4.203707,3.082145,3.175276,5.699308,5.220483,5.261749,3.0225,7.132873,6.472283,2.970704,5.561166,5.383596,6.7085,6.491054,5.056077,2.722001
"Hartwig Liver","Yes",3.598725,4.040041,4.123615,4.063898,4.02034,3.981281,3.0421,2.929711,3.160004,3.210422,4.678343,4.570661,5.134856,4.97554,2.178567,7.992642,3.555232,3.534646,3.492911,3.388002,4.841285,4.925308,4.000204,3.986939,7.381718,2.973646,4.461695,4.058937,4.083266,2.5418,3.91412,2.12097,2.092325,3.604358,2.637288,5.641171,8.275544,3.799651,3.34675
"Hartwig Liver","No",1.714009,2.013284,1.994664,1.989259,1.973702,1.957883,1.961795,1.941702,2.019797,2.030283,1.998479,1.87749,3.116896,3.060042,1.9924,1.959722,2.718773,2.743995,1.999609,1.982522,1.968826,1.967741,1.999224,1.970197,3.899686,1.950573,2.138883,1.962599,1.949747,1.103949,2.945082,2.015709,0.985905,1.906,1.895504,2.008345,2.884804,1.926769,1.949293
"Hartwig Liver","Yes",2.023865,2.116199,2.946978,2.718625,1.898568,1.952497,1.950363,1.88733,2.704274,1.794056,2.03928,2.354404,2.703833,2.219538,1.0141,4.425001,2.374232,2.42622,1.995567,2.009051,1.970317,2.060543,2.138917,2.004389,3.402769,2.51551,2.013218,1.992297,1.994434,2.00475,1.924583,2.045619,1.920685,1.943095,1.92063,4.020788,4.01129,1.869733,1.823299
"Hartwig Liver","Yes",2.717861,3.071194,3.977034,3.964819,2.259526,2.993465,2.753146,2.741779,4.444057,3.517371,3.768986,2.957248,4.223713,4.629222,1.209855,3.664499,2.981772,2.995134,2.982834,3.178249,2.862776,1.999919,5.049828,3.056748,7.314136,2.016961,3.009671,3.526405,2.954199,2.156084,3.090271,2.014817,1.981468,3.569379,3.495971,4.68819,5.059193,3.901875,2.0708
"Hartwig Liver","Yes",3.04749,3.02919,3.989187,3.995909,2.210575,3.956539,2.092056,2.985848,2.97793,3.048914,3.035222,2.989298,4.746968,4.672284,2.758603,4.898183,3.290705,4.935065,3.9899,4.004685,4.821915,4.75567,2.100885,3.108026,3.77706,2.995656,4.019295,3.032129,3.001789,2.0337,2.985539,2.042129,2.043564,2.778087,2.934833,4.004074,4.42977,1.989911,2.027956
"Hartwig Liver","Yes",2.793529,3.12943,3.506689,3.490871,2.825631,3.228386,2.108831,2.110499,3.350152,3.737396,3.699682,3.097445,3.653153,3.578354,1.521557,6.773745,3.116247,3.245825,3.801098,3.857858,3.778258,3.759253,2.994117,2.988204,3.384462,2.783085,2.56106,3.481259,3.568849,2.103886,3.414623,2.064205,1.999407,3.476163,2.300488,4.338202,5.670356,3.202359,3.121007
"Hartwig Liver","Yes",3.224613,5.048027,5.109776,5.124552,4.211357,3.79464,2.751578,3.870875,6.419924,4.190852,7.315865,6.168847,7.799401,7.493562,2.25735,4.612884,4.084337,4.099577,5.911415,5.830399,5.050367,4.989291,4.087951,4.032529,10.711665,3.1053,4.114169,6.312581,4.607958,4.16991,4.078468,3.406156,2.992164,5.529526,5.414016,11.128938,11.04975,4.372464,3.840665
"Hartwig Liver","Yes",3.218156,3.864482,4.071246,4.061143,3.212983,3.720142,2.983017,2.963959,3.079442,4.538593,3.904551,3.930961,3.980391,3.928753,2.488163,7.953289,4.057,4.08606,3.981933,3.955264,4.161808,4.085865,3.894471,3.791121,3.342846,3.121972,2.853975,3.913525,3.49366,2.085753,3.589013,2.116994,2.051309,2.9348,2.905742,2.104203,7.556871,3.297071,3.591532
"Hartwig Liver","No",1.731754,1.952921,2.360686,2.012972,1.692093,1.700573,1.665581,1.647716,1.687887,1.875677,2.161523,1.953804,3.641404,3.149032,1.016163,4.004143,1.821688,1.816128,1.706027,1.825922,2.206429,1.983473,2.046915,2.041983,1.964797,1.568405,2.10778,1.999117,1.955753,2.014316,2.22074,1.374315,1.849934,1.9441,1.75886,1.977638,4.495456,1.021069,1.727583
"Hartwig Liver","Yes",3.8131,3.346278,3.407594,3.389552,3.93124,4.323636,3.994221,1.992749,4.002743,2.477227,4.949072,3.932011,4.013125,3.968218,2.164077,4.717679,3.143551,3.970361,2.128777,3.908524,4.867985,2.946144,3.439545,3.950043,6.503277,3.977913,3.413107,3.958107,3.967833,2.523668,2.765866,1.997762,2.511141,2.9705,2.906126,4.025273,4.633805,2.997278,2.924382
"Hartwig Liver","No",1.3917592,2.0698475,1.9097111,1.9160285,1.6994326,2.0271927,1.8899138,1.8856928,2.0235855,1.8503109,1.032678,1.1053668,2.1450853,2.0940689,1.6798366,2.1748703,2.0474209,2.0459999,2.0157992,1.710874,1.8157054,1.7543123,2.0037124,1.7628794,1.929466,1.9819601,1.0516148,1.958742,1.9629238,0.981,1.8959193,2.1132408,1.0457514,1.525715,1.7938523,2.0995864,2.0024728,1.8485689,0.9999336
"Hartwig Liver","Yes",6.016414,5.929812,5.17786,7.945049,5.1257,6.691373,4.980376,5.072351,6.604639,5.96227,6.910631,6.844003,8.008627,8.322473,3.91103,11.368198,5.867121,4.852852,3.946522,4.022192,6.078172,8.603169,5.177814,6.365034,7.905434,5.80931,3.988372,7.744415,7.693624,3.89085,5.852394,5.024786,3.956944,4.65978,4.641517,9.973185,14.616898,5.703314,3.979674
"Hartwig Liver","No",1.26952,2.000706,1.981543,1.976006,1.9322,2.036193,1.57206,1.358358,2.003803,1.964898,1.984213,1.960978,2.003989,1.957948,1.269973,1.964194,1.912992,1.878405,1.988758,1.985008,2.009324,1.971054,2.003668,2.020065,2.937307,1.004647,2.010104,1.9026,1.895032,0.9462,1.917996,1.025875,1.006789,1.812459,1.823916,3.755056,3.78466,1.869974,1.874465
"Hartwig Liver","Yes",3.015908,2.987379,3.019753,3.496991,2.236845,2.763613,2.234734,2.975139,3.966872,4.010079,3.0522,2.996752,5.973906,3.945426,3.986799,3.962617,3.0119,2.572998,2.979599,2.986068,3.936118,2.944539,3.9896,2.759725,3.938057,2.029823,2.036009,3.9207,3.889838,2.040676,2.961848,2.055571,2.011552,3.8329,3.802347,2.240713,7.744186,2.328896,1.974491
"Hartwig Liver","Yes",2.845131,3.929595,3.505563,3.327121,3.039823,3.006432,2.00425,2.041754,3.200187,2.791519,4.00098,3.630122,3.001383,3.063943,1.504031,3.681329,3.02442,2.998289,3.710963,3.001109,2.884101,3.0546,2.360228,2.34986,4.205912,2.783823,3.085234,3.034838,3.047504,2.039524,3.061168,2.10741,2.045291,2.07511,3.797763,4.522926,4.706541,2.5759,2.13108
"Hartwig Liver","Yes",3.975194,3.986329,3.955298,3.92767,4.04313,3.916934,2.762449,2.999972,6.009881,2.955793,4.109234,4.046828,5.971631,6.172979,2.396861,3.769466,4.003175,3.954955,4.188415,3.218302,3.96751,3.915767,4.775424,4.000363,3.409878,4.010781,3.968388,3.291369,4.035566,2.20333,4.777716,4.098322,4.014035,2.87514,8.004015,5.255417,5.844748,3.926534,2.867268
"Hartwig Liver","Yes",2.18427,3.172983,3.016868,2.864095,2.623927,3.225025,2.255598,2.384232,3.217939,2.800012,3.026405,3.055593,6.342105,2.981878,2.11728,3.464739,2.957766,2.619851,3.697838,3.042897,3.71125,4.245113,3.202328,3.013204,5.29774,2.019966,3.820251,3.61381,2.22978,3.230996,3.737417,2.548783,2.003858,3.243458,2.60599,5.616723,6.671827,2.352933,3.092986
"Hartwig Liver","No",2.029577,2.025521,2.345842,1.997925,1.97366,1.990026,1.986488,1.973327,1.958563,2.005186,2.050445,1.990607,2.986773,2.945833,1.722356,4.605568,2.13431,2.074028,2.905291,2.896471,2.006089,1.981836,2.023896,2.028032,1.969797,1.989552,2.018727,1.987602,1.951095,1.922695,2.058313,1.986192,1.112244,2.0452,1.967804,2.781629,2.901684,1.604451,2.729179
"Hartwig Liver","Yes",2.255035,3.147867,2.791924,2.520908,1.6009,3.307276,1.560616,1.516832,2.111096,1.997596,2.941956,2.432986,3.090611,3.453215,1.308279,3.365896,2.775107,3.468481,5.251407,2.048855,3.093538,1.781196,4.044874,2.221266,5.372403,2.00684,1.806718,2.638296,2.347207,2.035725,2.023112,2.341222,1.443627,2.0768,2.767285,4.262684,4.042659,2.530455,2.090904
"Hartwig Liver","No",1.765542,2.148366,1.903082,1.784691,1.97682,1.991577,1.684152,1.679011,2.907276,1.409748,2.02454,2.037394,2.495107,2.337355,1.756667,5.931666,1.991813,1.920337,1.9228,1.884232,1.853974,1.935737,1.692993,1.990363,1.767892,2.014486,1.006653,1.711198,1.795436,0.9102,1.826045,2.655812,1.300809,1.6826,1.712059,1.258158,2.093589,1.882933,1.694167
"Hartwig Liver","Yes",2.170166,4.0624,3.003918,2.943776,2.638281,3.075659,2.784547,2.599376,3.11562,3.03453,4.994772,2.961898,3.598366,3.438502,1.521077,5.152009,4.2371,3.243826,3.407502,2.968232,2.956398,2.973244,3.302841,3.075024,5.47385,3.681744,3.048202,3.649689,3.678771,1.563102,2.397178,3.378916,2.118578,3.067353,2.883748,3.267203,4.236301,3.581786,2.157188
"Hartwig Liver","Yes",2.084249,4.037873,4.018463,3.973222,2.07321,3.996284,2.0289,1.977457,3.941061,3.973272,5.164029,3.087227,3.113696,3.058389,3.064097,6.874177,4.9901,5.004636,3.0364,3.053722,3.0277,2.99739,3.046502,3.029759,6.579085,3.05949,2.076402,3.0134,2.992001,2.0048,3.993081,2.140639,2.055862,3.7385,3.702806,4.117271,5.966506,1.994452,2.008219
"Hartwig Liver","No",2.001275,1.991717,2.009922,1.997672,2.000468,1.984139,2.003865,1.98923,2.004763,2.003857,2.007021,1.987642,2.0085,1.972791,2.000286,1.992677,1.991117,1.990813,1.9998,2.002286,2.0125,1.978586,2.0159,1.993679,1.988413,1.987621,1.997599,1.9716,1.970376,1.9651,1.954356,2.015662,1.981346,1.917,1.901903,2.0201,1.943807,1.960324,1.940134
"Hartwig Liver","Yes",2.921116,3.059512,3.626073,3.591978,2.977463,3.604572,2.860476,1.989418,2.959333,3.007644,3.586738,3.494167,6.36089,4.291334,2.010706,5.969371,2.755357,4.027969,3.243876,3.223844,3.176981,3.592607,3.042764,4.899685,7.777112,3.907251,4.484419,3.424425,3.037355,2.063539,2.080708,3.263123,1.997886,2.468649,2.080902,5.0733,5.01598,2.731367,2.023781
"Hartwig Liver","No",2.045171,2.017326,2.02,2.012465,2.011549,1.996813,1.9973,1.972174,2.044771,1.989284,2.0491,1.987203,2.021,1.988789,1.773028,6.148945,3.00308,2.938182,2.014254,2.118445,2.001029,1.995286,2.037993,2.020925,7.441696,2.288433,2.022495,2.020733,2.00691,1.064383,2.051654,2.020753,1.963404,2.051106,1.987493,3.0637,3.010755,1.830294,2.036761
"Hartwig Liver","Yes",2.079083,3.014178,3.013471,2.042386,2.99828,2.561139,2.051195,1.980367,2.975934,2.025784,4.078645,2.025127,5.014758,2.564697,2.026461,2.472296,2.992881,3.032092,2.0493,2.020904,2.027637,2.004315,2.066413,2.040128,5.905461,2.029086,2.816324,2.342929,1.845136,2.186095,2.34769,2.070462,1.3455,3.168595,2.348149,4.105051,4.266129,2.023045,2.015878
"Hartwig Liver","No",1.962879,1.991085,2.052979,2.049254,1.045184,2.272997,1.9655,1.968036,1.961571,1.995496,2.076322,2.02503,2.0558,2.016818,1.879696,3.935815,1.624692,1.967425,2.0135,2.015711,1.9777,1.965432,2.005687,1.978829,2.008092,2.013233,2.064469,1.620918,1.669963,1.5899,3.10773,1.18611,1.130126,1.9616,1.912723,2.719908,3.395297,1.936823,1.783776
"Hartwig Liver","Yes",2.984685,3.010494,3.739702,4.009772,3.013944,2.997145,4.7957,3.685895,3.927779,3.978703,3.999791,2.63777,4.080178,4.031812,3.476953,3.480449,4.008307,3.978285,3.943,3.948805,3.9595,3.921515,4.0235,3.981848,7.228721,2.963838,3.990547,3.958394,3.922859,1.9796,3.920338,2.026982,1.988981,3.758234,3.698548,2.071065,4.367537,2.899968,3.866044
"Hartwig Liver","Yes",3.016547,2.703131,4.151682,3.743251,6.061012,3.982876,3.269682,2.375251,4.228663,2.109344,4.626273,4.834265,4.006117,3.970199,2.270399,5.73489,4.503487,4.446292,3.952009,3.920062,3.872439,3.843742,3.066102,3.699779,3.117657,3.982679,3.041264,3.94434,3.883182,2.255988,4.025771,2.042198,1.979552,4.012864,4.039264,5.944282,7.932296,2.185806,2.993746
"Hartwig Liver","Yes",2.833344,3.186306,4.032007,4.025051,2.639241,3.85917,2.981203,2.943133,4.79278,2.781177,3.886957,4.34457,6.001601,5.924219,2.100749,8.577624,2.714257,2.985485,3.7159,3.579909,3.736023,3.680683,3.8511,3.868394,4.049199,3.524177,3.534015,4.020142,3.976972,3.298131,4.10679,3.071756,2.718017,3.025047,2.959713,6.136055,9.124347,2.834731,3.067673
"Hartwig Liver","Yes",2.277097,3.023839,3.348325,3.201859,2.123791,3.006675,2.038348,2.020435,2.918122,2.164148,3.6982,3.626097,4.059275,3.993545,1.705318,3.047081,2.0478,2.041359,3.180442,2.621699,2.79497,2.756288,3.8666,3.83757,3.907154,2.240387,3.549112,3.101345,3.285876,2.035902,2.392297,2.046785,2.012773,1.975653,1.940859,3.972662,5.875992,2.071295,2.020791
"Hartwig Liver","Yes",3.523717,4.026342,4.056314,4.025199,4.151789,4.106213,3.929941,3.908077,5.006681,4.991018,5.826741,3.5476,5.068447,5.028102,3.060139,3.050521,5.028566,4.96937,4.0433,4.043806,3.921008,3.859922,5.744098,4.020373,5.861865,3.97797,2.962425,5.008129,3.539785,2.965458,4.237886,3.316076,2.024415,2.63002,3.724101,4.615241,5.792605,2.909965,1.92806
"Hartwig Liver","No",1.986798,1.968912,1.99602,1.987157,1.998853,1.978622,1.992585,1.97566,1.994703,2.000276,1.995195,1.981002,2.009,1.968881,1.987161,1.984602,1.992413,1.987019,1.994884,1.990008,2.000617,1.967919,2.004601,1.993441,1.976656,1.972713,1.990865,1.964303,1.961337,1.9554,1.945567,2.008088,1.967446,1.8963,1.874692,2.006089,1.944559,1.95259,1.945647
"Hartwig Liver","No",2.0074491,1.9886652,2.0016732,2.009231,1.7231357,2.0041265,1.991844,1.9875352,1.97259,2.1140661,2.0347356,1.985098,2.9912,2.9227586,1.2039906,2.9403315,1.9970471,1.9996353,2.0147194,2.019377,2.0157508,1.9842402,2.0143697,2.0068994,2.9513405,1.017027,1.8383462,1.9537275,1.9662154,0.9797,1.9736214,1.0328258,0.9825233,1.8498406,1.8720838,3.1579715,3.0384406,1.9506697,1.9504979
"Hartwig Liver","Yes",2.188316,3.928896,3.981284,3.96085,2.83497,4.003829,2.549382,3.430331,2.929027,3.422826,3.998377,2.88129,4.977523,4.859247,1.534698,5.916878,3.210536,3.42366,5.048004,3.002191,3.065148,3.620819,2.754553,2.918804,4.595404,2.732559,4.015179,2.972008,3.007976,2.183572,3.037694,2.03559,1.982119,2.012122,3.850148,6.23401,5.360464,2.877735,3.066453
"Hartwig Liver","No",1.6667496,2.9114096,1.9861439,1.9886149,1.9910768,1.9815935,1.1268639,1.6448795,1.988786,2.1698665,2.0006113,1.8728825,2.9583149,1.7516741,1.1954835,4.5962342,1.9965804,2.3016237,1.9868262,1.9704453,2.2891695,3.3012741,2.2823487,1.9665583,1.4176842,1.971727,2.0069977,1.948706,2.0176725,2.7989513,2.8132046,1.0080019,0.9890157,2.6070009,1.8737023,1.0218,2.8694805,1.9385502,2.0463514
"Hartwig Liver","Yes",2.094298,3.044691,4.084243,4.034479,4.066158,3.991832,2.0522,2.010773,3.079016,2.895636,4.0486,3.990675,4.091126,4.047809,2.082373,2.070151,4.052,3.920418,3.0721,2.105618,4.084393,3.99829,2.281862,2.232048,7.472891,2.050115,2.083537,3.103151,3.076445,3.565009,2.225581,2.135019,1.545943,2.9996,2.453419,5.137871,4.986337,2.036759,2.067001
"Hartwig Liver","No",1.947337,1.9918264,2.0439212,2.0165869,1.9883,1.980486,0.9893,0.9878443,1.9560758,1.6158195,2.9790469,2.9147691,3.1673,2.7799999,1.1377589,1.835555,1.7858371,1.7845557,1.9813,1.9804222,1.9763,2.0375931,1.7839643,1.7064964,4.4291468,1.0678602,1.9625321,1.9288141,1.9412146,1.9147262,1.9693883,1.4118207,1.3496528,1.9148,1.8625373,2.6944447,4.7170044,1.9360158,1.8174947
"Hartwig Liver","Yes",4.516266,4.904215,6.966987,4.687194,3.016336,5.684917,2.988066,2.316424,3.97023,3.99151,5.633834,5.586105,7.877381,3.994858,2.886147,8.676859,3.85742,4.979888,4.019683,4.056239,3.042792,3.79588,5.967306,4.049293,6.074839,3.91994,4.6982,3.9798,3.972758,3.594232,4.67574,4.005172,3.897352,3.858744,5.299776,3.625293,4.849356,3.857127,4.107146
"Hartwig Liver","Yes",4.260781,4.219474,4.511128,4.445509,4.544326,5.375359,3.922032,3.572996,5.590344,3.645675,7.196335,6.699296,5.644635,5.832549,3.542838,6.228381,4.10312,4.086172,4.8447,3.717456,4.807593,4.773253,4.2182,4.164842,6.634089,5.563491,3.359304,5.3262,5.268222,3.8441,3.900747,3.182372,3.113367,4.076943,4.003923,3.133429,11.008694,3.029179,3.569517
"Hartwig Liver","Yes",3.16515,3.172837,4.010656,3.994022,2.980375,2.979847,2.944396,2.952591,2.950911,3.007342,4.012894,3.947813,5.134097,4.785706,3.9331,4.902427,3.350604,3.360176,2.995791,2.988564,3.7433,3.713387,3.0433,3.202291,10.692614,1.985583,2.000084,3.928983,3.922311,1.9691,4.524008,3.991238,3.909518,2.92421,2.856512,5.874556,5.87444,4.5105,2.929386
"Hartwig Liver","No",1.0151201,2.9649605,1.9773,1.9800219,1.9884434,1.9736836,1.9423643,1.9413103,1.9499947,1.7103265,2.0435913,1.0835648,2.9769789,2.9236233,1.2899793,2.9351942,1.9785,1.9828796,1.9665,1.9782844,2.0012676,1.9542505,2.0033,1.9859084,2.9006011,1.9734335,2.0060461,1.9681,1.9562009,1.1704626,1.9961332,1.0012759,0.9761523,1.919852,1.8750477,1.0254769,2.8990767,0.9695815,1.9659479
"Hartwig Liver","No",1.996038,2.015734,2.002377,1.989369,1.974368,2.002806,1.9764,1.945105,1.960226,2.004214,2.016343,1.968986,2.9779,2.933134,2.9434,2.953887,2.83681,2.851042,1.986604,1.998853,2.017586,1.965296,2.987148,2.977003,1.946858,1.963881,1.983026,1.955496,1.928318,1.9494,1.979073,1.947584,1.916623,1.8956,1.880307,2.0135,1.957904,1.904058,1.920975
"Hartwig Liver","Yes",2.074225,3.120198,3.851579,3.631153,3.015412,2.997298,2.09762,2.881937,2.945114,2.947652,3.448323,3.241987,3.014917,2.960303,1.298453,3.009596,2.988837,3.003899,3.427096,3.016195,2.980116,2.959509,3.862465,3.850856,3.9767,2.323852,3.048588,3.862177,2.989415,2.0142,2.991318,3.020977,1.973698,2.100205,2.902992,2.080687,4.777501,1.975341,3.037454
"Hartwig Liver","Yes",3.901546,3.939631,4.007578,3.975881,2.032185,3.858643,2.020763,1.994167,3.04413,3.134031,4.001865,3.888939,4.8554,5.078647,1.23853,4.263509,3.9579,3.924551,3.828985,3.846815,2.978963,3.002473,3.979596,3.182504,4.544534,2.948323,3.906681,3.80446,3.75167,2.009,2.227007,2.030052,1.979395,3.497913,3.673809,4.004379,4.021807,3.863974,1.994691
"Hartwig Liver","Yes",2.883206,3.017068,3.537068,3.714284,3.707337,3.011019,2.867776,2.069195,3.716223,2.964097,4.057345,3.831432,4.153491,3.919603,1.980225,3.775627,2.81533,2.644964,3.02491,3.030057,3.82563,2.02277,3.321525,2.897474,4.733485,2.009639,3.892642,3.278268,3.016204,2.045,4.043026,3.970002,2.390882,3.037852,2.951765,2.974667,6.623501,2.703191,2.92927
"Hartwig Liver","Yes",4.038783,4.952927,6.16471,5.011761,4.257972,5.416281,3.79587,3.494574,3.452844,3.493446,5.306356,4.549287,6.769881,6.688903,3.535384,6.161298,4.3877,4.50523,4.139709,4.111135,4.732253,3.942931,4.13181,4.115378,6.953428,4.043814,3.53483,5.763092,6.405623,3.042212,5.04838,4.651902,2.218987,4.923951,4.838865,9.769661,10.391882,3.975084,3.993812
