"chromosome","start","stop","CPCT02010474T","CPCT02010666T","CPCT02020293T","CPCT02020695T","CPCT02040091T","CPCT02040102T","CPCT02040188T","CPCT02040226T","CPCT02040264T","CPCT02050184T","CPCT02060259T","CPCT02070232T","CPCT02080084T","CPCT02160038T","CPCT02190007T","CPCT02210007T","CPCT02210064T","CPCT02220009T","CPCT02330036T","CPCT02330043T","CPCT02330055T","CPCT02380015T","CPCT02380016T","DRUP01010049T","DRUP01050025T","DRUP01050031T","DRUP01330008T"
"3",41000001,42000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02409739"," 4.75650000","3.95910000"," 2.99710000","3.06596752"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.94253156"," 4.62433902"," 2.381800395","2.02840000","2.03720000"," 3.82410000"," 2.078000000"," 3.06748526"," 3.13455086"," 2.089100000"
"3",42000001,43000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","3.04190000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 2.07880000"," 2.390700000","2.02840000","2.03720000"," 3.82410000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",43000001,44000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","2.96129998"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 2.07880000"," 2.213324476","2.02840000","2.03720000"," 3.82410000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",44000001,45000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 4.09471080"," 2.415500000","2.02840000","2.03720000"," 3.82410000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",45000001,46000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 5.12950000"," 2.415500000","2.02840000","2.03720000"," 3.81633336"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",46000001,47000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 5.12950000"," 2.411602970","2.02840000","2.03720000"," 3.81230000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",47000001,48000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 5.12950000"," 2.401551747","2.02840000","2.03720000"," 3.81230000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",48000001,49000000,"2.99270000","2.01050000","2.03260000","2.01130000","2.02980000"," 4.75650000","3.95910000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.089100000"
"3",49000001,50000000,"2.99270000","2.01050000","2.03260000","2.00860427","2.02980000"," 4.75650000","3.96930603"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.06820000"," 2.03370000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.078000000"," 3.05050000"," 3.12880000"," 2.077108433"
"3",50000001,51000000,"2.99270000","2.01050000","2.03260000","2.01780000","2.02980000"," 4.75089546","3.97080000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.13673565"," 2.03239827"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.077961829"," 3.05050000"," 3.12880000"," 2.132421606"
"3",51000001,52000000,"2.99270000","2.01050000","2.03260000","2.01780000","2.02980000"," 4.73370000","3.97080000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02430000","2.11840000"," 2.00920000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.077300000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",52000001,53000000,"2.99270000","2.01050000","2.03260000","2.01780000","2.01190836"," 4.73370000","3.97080000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","3.02303568","2.10654475"," 2.00920000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.077300000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",53000001,54000000,"2.99270000","2.01050000","2.03260000","2.02099359","2.00710000"," 4.73370000","3.97080000"," 2.99710000","2.95420000"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","2.99690000","2.02440000"," 2.00920000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.077300000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",54000001,55000000,"2.99270000","2.01050000","2.03260000","2.02280000","2.00710000"," 4.73370000","3.97080000"," 2.99710000","3.39663808"," 3.04690000","3.02700000"," 4.06400000"," 3.86560000","2.99690000","2.02440000"," 2.00920000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.077300000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",55000001,56000000,"2.99270000","2.01050000","2.03260000","2.02280000","2.00710000"," 4.73370000","3.97080000"," 2.99710000","3.96720000"," 3.04690000","3.02700000"," 4.06400000"," 3.77483487","2.99690000","2.02440000"," 2.00896137"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81230000"," 2.076359885"," 3.05050000"," 3.12880000"," 2.089400000"
"3",56000001,57000000,"2.99270000","2.01050000","2.03260000","2.02280000","2.00710000"," 4.73370000","3.97080000"," 2.99710000","3.96720000"," 3.04690000","3.02700000"," 4.06400000"," 3.79593486","2.99690000","2.02440000"," 2.00790000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.81607746"," 2.072600000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",57000001,58000000,"2.99270000","2.01050000","2.03260000","2.02280000","2.00710000"," 4.73370000","3.97080000"," 2.99710000","3.45794525"," 3.04690000","3.02700000"," 4.06400000"," 3.83640000","2.99690000","2.02440000"," 2.00790000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.82340000"," 2.072600000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",58000001,59000000,"2.99270000","2.01050000","2.03260000","2.02280000","2.00710000"," 4.73370000","3.97080000"," 2.99710000","2.01740000"," 3.04690000","3.02618176"," 4.06400000"," 3.83640000","2.99690000","2.02440000"," 2.00790000"," 2.05960000","3.95320000"," 5.12950000"," 2.409900000","2.02840000","2.03720000"," 3.82340000"," 2.072600000"," 3.05050000"," 3.12880000"," 2.089400000"
"3",59000001,60000000,"2.99270000","2.01050000","2.03260000","2.02280000","2.00710000"," 4.73370000","3.97080000"," 2.99710000","2.01740000"," 3.04690000","3.02440000"," 4.06400000"," 3.83640000","2.99690000","2.01502978"," 2.00497785"," 2.05960000","3.95320000"," 4.89962079"," 2.455528608","2.02840000","2.03720000"," 3.82340000"," 2.072600000"," 3.05050000"," 3.12880000"," 2.088054116"
"3",60000001,61000000,"2.82459628","1.83786207","2.03260000","2.02280000","2.01365841"," 2.98829406","3.97080000"," 2.88012740","1.83613279"," 5.12992464","2.97157402"," 3.68335961"," 3.76194299","2.99690000","1.25759044"," 1.51305806"," 1.78865721","3.96717818"," 3.11276326"," 1.334536344","1.14721934","1.63154492"," 3.32639925"," 1.580132554"," 4.84997747"," 4.79005078"," 1.684280514"
"3",61000001,62000000,"2.96370000","1.99830000","2.03260000","2.02280000","1.99910000"," 4.52020591","3.97080000"," 3.00980000","2.03900277"," 5.32339970","3.04230000"," 4.00720000"," 3.62297884","2.99690000","1.92210621"," 2.00610000"," 2.04650000","3.98890000"," 4.93065653"," 2.115457620","2.00890000","2.03370000"," 3.78570000"," 2.060700000"," 5.09524545"," 5.07139443"," 1.936548288"
"3",62000001,63000000,"2.93642158","1.99830000","2.03260000","2.02280000","1.99910000"," 5.47900000","3.97080000"," 3.00980000","2.02250000"," 5.11850000","3.04230000"," 4.09488203"," 3.78410000","2.99690000","1.98840000"," 2.00610000"," 2.04650000","3.98890000"," 5.15520000"," 2.343577714","2.00890000","2.03370000"," 3.78570000"," 2.060700000"," 6.58520950"," 6.47707841"," 2.073800000"
"3",63000001,64000000,"2.93590000","1.99830000","1.20896587","2.02798110","1.99910000"," 5.47900000","3.97080000"," 3.00980000","2.03143959"," 5.11850000","3.02948204"," 4.15810000"," 3.78410000","2.99690000","1.98840000"," 2.00610000"," 2.04650000","3.98890000"," 5.15520000"," 2.360500000","2.00890000","2.03370000"," 3.78570000"," 2.060700000"," 5.93540000"," 5.79750000"," 2.073800000"
